Number,Actual value,Fast runtime,FastN runtime,Impl1 runtime,Impl2 runtime,Fast abs err,Fast rel err,FastN abs err,FastN rel err,
1.07704e+11,3.04708e-06,0.056,0.342,0.54,0.708,-6.26462e-08,-0.0205595,1.94541e-09,0.000638451,
11.5368,0.294413,0.044,0.16,0.681,0.768,-0.00383487,-0.0130255,7.52509e-05,0.000255596,
2.42499e+07,0.00020307,0.046,0.572,0.553,0.666,-3.39265e-06,-0.0167068,8.54925e-08,0.000421001,
2.91448e+08,5.8576e-05,0.045,0.145,0.893,0.647,1.47214e-06,0.0251322,5.50353e-08,0.000939555,
2.03461e+08,7.01067e-05,0.056,0.132,0.572,0.649,-4.55533e-07,-0.00649772,4.44561e-09,6.34121e-05,
33.0497,0.173947,0.043,0.18,0.834,0.633,-0.000758439,-0.00436018,4.96209e-06,2.85265e-05,
1.08141e+12,9.61622e-07,0.049,0.393,1.267,0.831,4.10859e-08,0.0427256,2.59558e-09,0.00269917,
6.93734e+07,0.000120061,0.079,0.126,0.607,0.641,4.26735e-06,0.035543,2.24813e-07,0.00187248,
151.574,0.0812246,0.044,0.306,0.552,0.803,-0.00139768,-0.0172076,3.62843e-05,0.000446716,
3.54402e+11,1.67978e-06,0.045,0.133,0.551,0.609,-7.6426e-09,-0.00454976,5.21823e-11,3.1065e-05,
0.000761616,36.2353,0.044,0.434,0.56,0.706,-0.0574188,-0.00158461,0.000137329,3.78992e-06,
1.9218e+13,2.28111e-07,0.044,0.139,0.595,0.662,5.44765e-09,0.0238816,1.93594e-10,0.000848686,
418.56,0.0488789,0.053,0.185,0.568,0.625,-0.00101309,-0.0207265,3.17134e-05,0.000648816,
1.52426e+07,0.000256136,0.065,0.142,0.548,0.678,1.06493e-05,0.0415768,6.54923e-07,0.00255694,
57378.3,0.00417471,0.045,0.128,0.55,0.789,0.000117994,0.028264,4.9551e-06,0.00118693,
6.18764e+07,0.000127127,0.059,0.409,0.537,0.57,5.54412e-06,0.0436109,3.57395e-07,0.00281132,
355233,0.00167781,0.055,0.216,0.673,0.622,-1.79781e-05,-0.0107152,2.89874e-07,0.000172769,
111497,0.0029948,0.045,0.134,0.549,0.75,-5.86878e-05,-0.0195966,1.73645e-06,0.000579822,
2.58454e+07,0.000196702,0.043,0.348,0.66,0.754,-3.9561e-06,-0.0201122,1.20141e-07,0.000610776,
735.538,0.0368721,0.055,0.42,0.622,0.842,-0.000494927,-0.0134228,1.00099e-05,0.000271475,
2.60712e+10,6.19326e-06,0.084,0.139,0.822,0.689,-1.21094e-07,-0.0195526,3.57522e-09,0.000577276,
12.375,0.284267,0.077,0.137,1.015,0.7,-0.000883549,-0.00310816,4.11272e-06,1.44678e-05,
15.6347,0.252904,0.044,0.142,0.912,0.668,0.0107945,0.0426822,0.000681281,0.00269383,
3.35941e+06,0.000545592,0.044,0.182,0.738,0.58,2.08843e-06,0.00382783,1.19326e-08,2.18709e-05,
6.5267e+06,0.000391429,0.063,0.229,0.533,0.865,-7.98472e-06,-0.0203989,2.46015e-07,0.000628504,
332.831,0.0548136,0.05,0.122,0.548,0.636,-0.000310853,-0.00567109,2.65241e-06,4.83896e-05,
5846.97,0.0130778,0.055,0.128,0.642,0.67,-0.000205806,-0.0157371,4.88479e-06,0.000373518,
3.2284e+09,1.75997e-05,0.049,0.143,0.573,0.807,-1.3665e-07,-0.0077643,1.59525e-09,9.06407e-05,
58.421,0.130833,0.045,0.4,0.553,0.609,0.00568061,0.0434189,0.000364617,0.0027869,
8.43929e+08,3.44229e-05,0.05,0.137,0.583,1.115,-3.16868e-09,-9.20516e-05,0,0,
2.02612e+07,0.000222161,0.046,0.137,0.766,0.598,1.1876e-06,0.00534567,9.5315e-09,4.29037e-05,
28120,0.00596337,0.043,0.418,0.896,0.722,-0.00011431,-0.0191687,3.30806e-06,0.000554729,
1.02496e+13,3.12354e-07,0.042,0.134,0.677,0.679,-5.08172e-09,-0.0162691,1.24658e-10,0.000399091,
2.96496e+07,0.00018365,0.041,0.138,0.663,0.636,-3.16846e-06,-0.0172527,8.24657e-08,0.000449038,
1.21883e+09,2.86437e-05,0.049,0.134,0.626,0.736,4.68612e-07,0.01636,1.14342e-08,0.000399186,
616061,0.00127405,0.043,0.249,0.57,0.681,-2.13758e-05,-0.0167778,5.40982e-07,0.000424614,
443933,0.00150086,0.054,0.13,0.554,0.638,-2.971e-05,-0.0197953,8.88016e-07,0.00059167,
752.415,0.0364562,0.055,0.141,0.977,0.64,-0.00039576,-0.0108558,6.4671e-06,0.000177394,
9.79051,0.319593,0.05,0.134,0.72,0.95,-0.00594088,-0.0185889,0.000166684,0.000521552,
991867,0.00100409,0.045,0.34,0.846,0.859,4.30932e-05,0.0429176,2.7346e-06,0.00272345,
11569.2,0.00929712,0.062,0.407,0.566,1.092,-0.000139715,-0.0150278,3.16557e-06,0.000340489,
256112,0.00197599,0.054,0.144,0.577,0.612,8.43382e-05,0.0426815,5.32274e-06,0.00269371,
6.40814e+13,1.24921e-07,0.043,0.149,0.595,0.687,5.30706e-09,0.0424835,3.33401e-10,0.0026689,
2.3051e+06,0.000658651,0.045,0.138,1.062,0.639,-7.59144e-06,-0.0115257,1.31724e-07,0.00019999,
2462.39,0.0201522,0.049,0.135,0.89,0.625,-0.000361484,-0.0179377,9.78634e-06,0.000485622,
5.41881e+07,0.000135846,0.06,0.13,0.558,0.68,7.66173e-07,0.00564,6.4756e-09,4.76686e-05,
1.32476e+07,0.000274746,0.049,0.145,0.561,0.677,2.28465e-07,0.000831551,2.61934e-10,9.5337e-07,
1971.48,0.0225218,0.053,0.16,0.542,0.682,-0.000156377,-0.00694333,1.63354e-06,7.25314e-05,
38145.7,0.00512008,0.041,0.137,0.7,0.821,-8.29832e-05,-0.0162074,2.02795e-06,0.000396079,
6.39212e+08,3.95528e-05,0.044,0.169,0.649,0.619,-6.9162e-07,-0.017486,1.82481e-08,0.00046136,
7.38929e+10,3.67874e-06,0.043,0.177,0.685,10.746,9.97852e-08,0.0271249,4.02315e-09,0.00109362,
433766,0.00151835,0.041,0.136,0.58,0.921,-3.11601e-05,-0.0205223,9.65782e-07,0.000636072,
280.429,0.0597157,0.043,0.383,0.801,0.68,0.0013929,0.0233256,4.8358e-05,0.000809803,
135.275,0.0859789,0.043,0.394,0.942,0.87,-0.000622742,-0.00724296,6.78003e-06,7.88569e-05,
15.201,0.256486,0.042,0.141,0.918,0.648,0.0109886,0.0428429,0.000696093,0.00271396,
9.04105e+08,3.32576e-05,0.055,0.345,0.841,0.613,5.41833e-07,0.016292,1.31695e-08,0.000395984,
2.27676e+11,2.09576e-06,0.044,0.403,0.617,0.634,2.48315e-08,0.0118484,4.39741e-10,0.000209824,
2.51313e+06,0.000630801,0.054,0.353,0.715,0.656,-1.12231e-05,-0.0177918,3.01283e-07,0.00047762,
3.35431e+07,0.000172663,0.066,0.132,0.92,0.643,8.83301e-09,5.11577e-05,0,0,
2.99661e+06,0.000577676,0.039,0.336,0.791,0.629,-8.06298e-06,-0.0139576,1.69617e-07,0.00029362,
12379.6,0.00898768,0.023,0.182,0.604,0.59,-6.27488e-05,-0.00698165,6.58445e-07,7.32609e-05,
1026.29,0.0312152,0.04,0.156,0.734,0.698,0.0013257,0.0424697,8.32602e-05,0.0026673,
2.31412e+08,6.57365e-05,0.058,0.389,0.592,0.667,1.52972e-06,0.0232705,5.29762e-08,0.000805888,
2.71452e+08,6.06951e-05,0.057,0.183,0.551,0.652,2.4546e-06,0.0404415,1.46898e-07,0.00242026,
2.21525e+08,6.71875e-05,0.068,0.235,0.559,0.946,7.3258e-07,0.0109035,1.19398e-08,0.000177709,
5.94108e+08,4.10268e-05,0.042,0.284,0.56,0.669,-4.99615e-07,-0.0121778,9.16407e-09,0.000223368,
9544.11,0.010236,0.046,0.188,0.547,0.659,-0.000166425,-0.0162587,4.08106e-06,0.000398694,
17689.9,0.00751861,0.046,0.137,0.62,0.84,0.000197554,0.0262753,7.7188e-06,0.00102663,
0.0711739,3.74834,0.048,0.393,0.977,0.84,0.0590422,0.0157515,0.0013876,0.000370189,
1.05311e+09,3.0815e-05,0.028,0.4,0.565,0.775,1.3159e-06,0.0427032,8.30878e-08,0.00269634,
5.4736e+09,1.35165e-05,0.034,0.217,1.002,0.86,-3.96749e-08,-0.0029353,1.74623e-10,1.29193e-05,
0.0126624,8.88671,0.028,0.141,0.849,0.562,0.0575447,0.00647536,0.000557899,6.2779e-05,
9.22921e+06,0.000329168,0.023,0.184,0.828,0.996,-3.82477e-06,-0.0116195,6.69097e-08,0.000203269,
876885,0.00106789,0.024,0.135,0.608,0.59,1.53759e-05,0.0143983,3.30387e-07,0.000309381,
901.889,0.0332984,0.043,0.179,0.534,0.59,0.00100804,0.0302731,4.53144e-05,0.00136086,
1.49865e+07,0.000258315,0.053,0.166,0.834,0.673,9.10211e-06,0.0352365,4.75411e-07,0.00184043,
3710.24,0.0164172,0.054,0.235,0.744,0.592,0.00066372,0.0404283,3.97079e-05,0.00241867,
6.44852e+10,3.93795e-06,0.055,0.282,0.641,0.655,1.69676e-07,0.0430875,1.08089e-08,0.0027448,
7.94144e+08,3.54855e-05,0.049,0.215,0.699,0.659,-3.55565e-07,-0.01002,5.36238e-09,0.000151115,
1.84843e+07,0.000232594,0.048,0.122,0.564,0.951,5.1565e-06,0.0221695,1.70214e-07,0.000731807,
713727,0.00118368,0.057,0.132,0.6,0.626,-2.07932e-05,-0.0175666,5.5111e-07,0.000465591,
2527.74,0.0198899,0.043,0.13,0.769,0.632,-0.000374399,-0.0188235,1.06376e-05,0.000534821,
1.34884e+10,8.61035e-06,0.043,0.24,0.592,1.127,-2.60934e-09,-0.000303047,1.81899e-12,2.11256e-07,
1929,0.0227685,0.065,0.146,0.572,0.647,-0.000233848,-0.0102707,3.61353e-06,0.000158708,
226198,0.0021026,0.05,0.129,0.697,0.65,4.95366e-05,0.0235597,1.73692e-06,0.000826082,
2.40543e+08,6.44769e-05,0.082,0.128,0.547,0.659,2.34606e-06,0.0363861,1.26493e-07,0.00196183,
6841.45,0.01209,0.054,0.136,0.746,0.62,-0.000245203,-0.0202815,7.51019e-06,0.00062119,
5.60113e+11,1.33617e-06,0.044,0.179,0.798,0.687,-3.38139e-09,-0.00253065,1.29603e-11,9.69958e-06,
1.97677e+09,2.24917e-05,0.049,0.141,0.72,0.708,-2.97883e-07,-0.0132442,5.94628e-09,0.000264377,
4609.91,0.0147283,0.054,0.148,0.59,0.714,0.000264986,0.0179916,7.10785e-06,0.000482597,
2.13572e+11,2.16386e-06,0.044,0.156,0.655,0.694,-4.94038e-09,-0.00228314,1.68257e-11,7.77578e-06,
14299.7,0.0083625,0.084,0.131,0.785,0.6,0.000227681,0.0272265,9.21357e-06,0.00110177,
1.31497e+06,0.00087205,0.075,0.165,0.809,0.644,-5.15312e-07,-0.000590921,5.23869e-10,6.00732e-07,
1.35129e+12,8.60253e-07,0.088,0.133,0.545,0.783,2.16136e-09,0.00251247,8.12861e-12,9.44909e-06,
0.00859022,10.7894,0.078,0.128,0.539,0.676,-0.124735,-0.0115609,0.00217152,0.000201264,
4.30812e+06,0.000481788,0.052,0.131,0.717,0.655,1.78052e-05,0.0369564,9.74891e-07,0.00202348,
1.88092,0.729146,0.053,0.16,0.53,0.618,-0.00764453,-0.0104842,0.000120699,0.000165535,
1.59609,0.791536,0.045,0.433,0.89,0.684,-0.0164617,-0.0207971,0.00051707,0.000653249,
1.06074e+06,0.000970946,0.046,0.184,0.595,0.797,3.91873e-05,0.04036,2.34041e-06,0.00241045,
111328,0.00299707,0.041,0.18,0.598,0.659,-5.89339e-05,-0.0196638,1.74949e-06,0.000583733,
5.583e+07,0.000133834,0.045,0.179,0.624,0.741,1.74031e-06,0.0130035,3.37895e-08,0.000252474,
14865.1,0.00820194,0.042,0.124,0.681,0.631,0.000336695,0.0410507,2.0449e-05,0.0024932,
3.30575e+06,0.000550003,0.04,0.13,0.776,0.703,2.5169e-07,0.000457615,1.74623e-10,3.17495e-07,
2449.54,0.0202049,0.027,0.238,0.892,0.625,-0.000357715,-0.0177043,9.55537e-06,0.000472922,
463857,0.00146828,0.041,0.131,0.922,0.618,-2.51859e-05,-0.0171533,6.51693e-07,0.000443849,
7.86835,0.356499,0.043,0.13,0.865,0.917,-0.00112587,-0.00315814,5.33462e-06,1.49639e-05,
2.10971e+09,2.17715e-05,0.03,0.174,0.91,0.668,-7.3469e-08,-0.00337454,3.72893e-10,1.71275e-05,
7.79242e+09,1.13283e-05,0.028,0.432,0.615,0.616,-1.68349e-07,-0.014861,3.77077e-09,0.000332863,
249435,0.00200226,0.023,0.151,0.692,0.618,8.57369e-05,0.04282,5.42821e-06,0.00271104,
7.08387e+07,0.000118813,0.053,0.129,0.587,0.669,3.68544e-06,0.0310188,1.69697e-07,0.00142827,
55459.5,0.00424631,0.043,0.18,0.62,0.677,7.52271e-05,0.0177159,1.98744e-06,0.000468039,
115619,0.00294094,0.055,0.13,0.849,0.713,-5.11354e-05,-0.0173874,1.34157e-06,0.000456171,
4.06565e+09,1.56832e-05,0.047,0.13,0.56,0.687,6.72877e-07,0.0429043,4.26844e-08,0.00272166,
6.90329e+06,0.000380603,0.044,0.305,0.606,0.715,-7.85093e-06,-0.0206276,2.44589e-07,0.000642635,
7.65089e+10,3.6153e-06,0.042,0.14,0.626,0.674,7.26509e-08,0.0200954,2.17506e-09,0.000601626,
7.17289e-05,118.074,0.042,0.144,0.632,0.602,1.1815,0.0100064,0.017662,0.000149585,
9.19468e+10,3.29786e-06,0.045,0.13,0.59,0.641,-3.05467e-08,-0.00926261,4.25871e-10,0.000129136,
1.62292e+11,2.48229e-06,0.048,0.136,0.589,0.659,-4.23356e-08,-0.0170551,1.08935e-09,0.000438849,
0.614996,1.27516,0.043,0.128,0.478,0.622,-0.0238891,-0.0187342,0.000675559,0.000529785,
0.420966,1.54126,0.042,0.179,0.793,0.592,-0.0308486,-0.0200152,0.000932336,0.000604917,
3279.54,0.017462,0.043,0.374,0.817,0.701,6.55185e-05,0.00375207,3.66941e-07,2.10137e-05,
5.89557e+08,4.11848e-05,0.049,0.131,0.825,0.521,-4.70915e-07,-0.0114342,8.10542e-09,0.000196806,
